video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-house_and_home-zillow-scenario2-video,13,719,721,766,785,43,799
popular_study-house_and_home-zillow-scenario2-video,14,786,798,939,942,247,2714
popular_study-house_and_home-zillow-scenario2-video,15,943,958,995,1010,1947,2589
popular_study-libraries_and_demo-lego_house-scenario1-video,1,56,61,462,462,167,11550
popular_study-libraries_and_demo-lego_house-scenario1-video,2,463,469,476,476,208,446
popular_study-libraries_and_demo-lego_house-scenario1-video,3,477,478,488,488,39,384
popular_study-libraries_and_demo-lego_house-scenario1-video,4,489,490,499,499,33,350
popular_study-libraries_and_demo-lego_house-scenario1-video,5,500,501,509,509,36,321
popular_study-libraries_and_demo-lego_house-scenario1-video,6,510,511,517,517,17,244
popular_study-libraries_and_demo-lego_house-scenario1-video,7,518,519,527,527,34,308
popular_study-libraries_and_demo-lego_house-scenario1-video,8,528,529,536,536,41,265
popular_study-libraries_and_demo-lego_house-scenario1-video,9,537,538,545,545,43,317
popular_study-libraries_and_demo-lego_house-scenario1-video,10,546,547,554,554,36,286
popular_study-libraries_and_demo-lego_house-scenario1-video,11,555,556,564,564,33,303
popular_study-libraries_and_demo-lego_house-scenario1-video,12,565,566,575,575,52,355
popular_study-libraries_and_demo-lego_house-scenario1-video,13,576,577,585,585,35,316
popular_study-libraries_and_demo-lego_house-scenario1-video,14,586,587,594,594,29,289
popular_study-libraries_and_demo-lego_house-scenario1-video,15,595,596,604,604,31,318
popular_study-libraries_and_demo-lego_house-scenario1-video,16,605,606,614,614,38,310
popular_study-libraries_and_demo-lego_house-scenario1-video,17,615,616,624,624,56,324
popular_study-libraries_and_demo-lego_house-scenario1-video,18,625,626,634,634,28,335
popular_study-libraries_and_demo-lego_house-scenario1-video,19,635,636,644,644,45,334
popular_study-libraries_and_demo-lego_house-scenario1-video,20,645,646,654,654,40,325
popular_study-libraries_and_demo-lego_house-scenario1-video,21,655,656,665,665,21,363
popular_study-libraries_and_demo-lego_house-scenario1-video,22,666,667,674,674,38,298
popular_study-libraries_and_demo-lego_house-scenario1-video,23,675,676,686,686,37,390
popular_study-libraries_and_demo-lego_house-scenario1-video,24,687,688,696,696,41,348
popular_study-libraries_and_demo-lego_house-scenario1-video,25,697,698,707,707,39,341
popular_study-libraries_and_demo-lego_house-scenario1-video,26,708,709,720,720,33,412
popular_study-libraries_and_demo-lego_house-scenario1-video,27,721,722,731,731,36,346
popular_study-libraries_and_demo-lego_house-scenario1-video,28,732,733,743,743,32,332
popular_study-libraries_and_demo-lego_house-scenario1-video,29,744,745,754,754,38,366
popular_study-libraries_and_demo-lego_house-scenario1-video,30,755,756,766,766,42,382
popular_study-libraries_and_demo-lego_house-scenario1-video,31,767,768,777,777,34,386
popular_study-libraries_and_demo-lego_house-scenario1-video,32,778,779,787,787,42,351
popular_study-libraries_and_demo-lego_house-scenario1-video,33,788,789,798,798,62,379
popular_study-libraries_and_demo-lego_house-scenario1-video,34,799,800,810,810,48,358
popular_study-libraries_and_demo-lego_house-scenario1-video,35,811,812,822,822,67,303
popular_study-libraries_and_demo-lego_house-scenario1-video,36,823,824,836,836,32,351
popular_study-libraries_and_demo-lego_house-scenario1-video,37,837,838,849,849,83,333
popular_study-libraries_and_demo-lego_house-scenario1-video,38,850,851,864,864,67,364
popular_study-libraries_and_demo-lego_house-scenario1-video,39,865,866,877,877,84,415
popular_study-libraries_and_demo-lego_house-scenario1-video,40,878,879,891,891,40,355
popular_study-libraries_and_demo-lego_house-scenario1-video,41,892,893,905,905,47,365
popular_study-libraries_and_demo-lego_house-scenario1-video,42,906,907,919,919,30,353
popular_study-libraries_and_demo-lego_house-scenario1-video,43,920,921,932,932,67,383
popular_study-libraries_and_demo-lego_house-scenario1-video,44,933,934,947,947,66,415
popular_study-libraries_and_demo-lego_house-scenario1-video,45,948,949,961,961,34,365
popular_study-libraries_and_demo-lego_house-scenario1-video,46,962,963,975,975,65,330
popular_study-libraries_and_demo-lego_house-scenario1-video,47,976,977,990,990,32,398
popular_study-libraries_and_demo-lego_house-scenario1-video,48,991,992,1003,1003,33,318
popular_study-libraries_and_demo-lego_house-scenario1-video,49,1004,1005,1019,1019,31,414
popular_study-libraries_and_demo-lego_house-scenario1-video,50,1020,1021,1034,1034,28,458
popular_study-libraries_and_demo-lego_house-scenario1-video,51,1035,1036,1380,1380,39,15906
popular_study-libraries_and_demo-lego_house-scenario1-video,52,1381,1386,1443,1443,224,3385
popular_study-libraries_and_demo-lego_house-scenario1-video,53,1444,1445,1580,1619,67,5970
popular_study-libraries_and_demo-lego_house-scenario1-video,54,1620,1623,1640,1701,134,918
popular_study-libraries_and_demo-lego_house-scenario2-video,1,50,53,100,154,124,1382
popular_study-libraries_and_demo-lego_house-scenario2-video,2,155,158,193,252,78,1018
popular_study-libraries_and_demo-lego_house-scenario2-video,3,253,259,280,334,159,733
popular_study-libraries_and_demo-lego_house-scenario2-video,4,335,343,361,389,217,698
popular_study-libraries_and_demo-lego_house-scenario2-video,5,390,396,417,463,140,846
popular_study-libraries_and_demo-lego_house-scenario2-video,6,464,467,487,549,94,745
popular_study-libraries_and_demo-lego_house-scenario2-video,7,550,556,571,606,174,594
popular_study-libraries_and_demo-lego_house-scenario2-video,8,607,614,628,700,199,594
popular_study-libraries_and_demo-lego_house-scenario2-video,9,701,705,725,762,112,798
popular_study-libraries_and_demo-lego_house-scenario2-video,10,763,766,813,853,117,1428
popular_study-libraries_and_demo-lego_house-scenario2-video,11,854,858,895,907,106,1068
popular_study-libraries_and_demo-lego_house-scenario2-video,12,908,918,936,936,271,746
popular_study-libraries_and_demo-lego_house-scenario2-video,13,937,943,965,987,164,755
popular_study-libraries_and_demo-lego_house-scenario2-video,14,988,994,1015,1053,152,827
popular_study-libraries_and_demo-lego_house-scenario2-video,15,1054,1058,1090,1090,131,1379
popular_study-libraries_and_demo-lego_house-scenario2-video,16,1091,1094,1119,1119,91,1073
popular_study-libraries_and_demo-lego_house-scenario2-video,17,1120,1124,1152,1152,148,1194
popular_study-libraries_and_demo-lego_house-scenario2-video,18,1153,1156,1184,1184,118,1155
popular_study-libraries_and_demo-lego_house-scenario2-video,19,1185,1188,1214,1214,95,1097
popular_study-libraries_and_demo-lego_house-scenario2-video,20,1215,1219,1248,1248,153,1240
popular_study-libraries_and_demo-lego_house-scenario2-video,21,1249,1253,1281,1281,147,1181
popular_study-libraries_and_demo-lego_house-scenario2-video,22,1282,1285,1318,1318,114,1373
popular_study-libraries_and_demo-lego_house-scenario2-video,23,1319,1322,1340,1340,113,784
popular_study-libraries_and_demo-lego_house-scenario2-video,24,1341,1344,1393,1393,113,1950
popular_study-libraries_and_demo-libraries-scenario1-video,1,1,7,28,34,156,506
popular_study-libraries_and_demo-libraries-scenario1-video,2,35,36,43,49,20,194
popular_study-libraries_and_demo-libraries-scenario1-video,3,50,50,54,59,0,72
popular_study-libraries_and_demo-libraries-scenario1-video,4,60,61,63,71,16,68
popular_study-libraries_and_demo-libraries-scenario1-video,5,72,73,75,83,17,102
popular_study-libraries_and_demo-libraries-scenario1-video,6,84,85,88,104,27,98
popular_study-libraries_and_demo-libraries-scenario1-video,7,105,106,109,119,28,107
popular_study-libraries_and_demo-libraries-scenario1-video,8,120,121,123,126,27,102
popular_study-libraries_and_demo-libraries-scenario1-video,9,127,128,132,141,15,92
popular_study-libraries_and_demo-libraries-scenario1-video,10,142,143,145,155,15,84
popular_study-libraries_and_demo-libraries-scenario1-video,11,156,156,158,167,0,86
popular_study-libraries_and_demo-libraries-scenario1-video,12,168,171,329,345,93,2937
popular_study-libraries_and_demo-libraries-scenario1-video,13,346,351,384,401,126,682
popular_study-libraries_and_demo-libraries-scenario1-video,14,402,402,402,413,0,0
popular_study-libraries_and_demo-libraries-scenario1-video,15,414,416,435,461,51,381
popular_study-libraries_and_demo-libraries-scenario1-video,16,462,462,462,473,0,0
popular_study-libraries_and_demo-libraries-scenario1-video,17,474,478,517,517,105,803
popular_study-libraries_and_demo-libraries-scenario1-video,18,518,525,540,544,178,435
popular_study-libraries_and_demo-libraries-scenario1-video,19,545,556,582,583,241,1548
popular_study-libraries_and_demo-libraries-scenario1-video,20,584,589,595,622,145,246
popular_study-libraries_and_demo-libraries-scenario1-video,21,623,633,733,781,214,1986
popular_study-libraries_and_demo-libraries-scenario1-video,22,782,785,825,825,106,787
popular_study-libraries_and_demo-libraries-scenario1-video,23,826,833,848,851,177,436
popular_study-libraries_and_demo-libraries-scenario1-video,24,852,854,880,883,45,532
popular_study-libraries_and_demo-libraries-scenario1-video,25,884,892,905,916,217,453
popular_study-libraries_and_demo-libraries-scenario1-video,26,917,923,954,954,103,630
popular_study-libraries_and_demo-libraries-scenario1-video,27,955,966,1035,1035,230,1528
popular_study-libraries_and_demo-libraries-scenario1-video,28,1036,1043,1062,1109,121,436
popular_study-libraries_and_demo-libraries-scenario1-video,29,1110,1125,1135,1139,266,434
popular_study-libraries_and_demo-libraries-scenario1-video,30,1140,1153,1189,1191,285,1018
popular_study-libraries_and_demo-libraries-scenario1-video,31,1192,1197,1220,1261,97,474
popular_study-libraries_and_demo-libraries-scenario1-video,32,1262,1275,1284,1287,216,366
popular_study-libraries_and_demo-libraries-scenario1-video,33,1288,1293,1312,1317,157,470
popular_study-libraries_and_demo-libraries-scenario1-video,34,1318,1329,1341,1342,254,463
popular_study-libraries_and_demo-libraries-scenario1-video,35,1343,1351,1364,1366,215,451
popular_study-libraries_and_demo-libraries-scenario2-video,1,1,10,24,32,190,1781
popular_study-libraries_and_demo-libraries-scenario2-video,2,33,40,71,72,124,689
popular_study-libraries_and_demo-libraries-scenario2-video,3,73,89,220,241,345,2714
popular_study-libraries_and_demo-libraries-scenario2-video,4,242,245,277,292,107,683
popular_study-libraries_and_demo-libraries-scenario2-video,5,293,301,309,312,201,403
popular_study-libraries_and_demo-libraries-scenario2-video,6,313,317,329,329,132,355
popular_study-libraries_and_demo-libraries-scenario2-video,7,330,332,376,376,65,815
popular_study-libraries_and_demo-libraries-scenario2-video,8,377,381,397,398,122,404
popular_study-libraries_and_demo-libraries-scenario2-video,9,399,400,424,431,76,543
popular_study-libraries_and_demo-libraries-scenario2-video,10,432,434,450,457,49,433
popular_study-libraries_and_demo-libraries-scenario2-video,11,458,461,477,477,103,403
popular_study-libraries_and_demo-libraries-scenario2-video,12,478,479,498,508,82,449
popular_study-libraries_and_demo-libraries-scenario2-video,13,509,511,528,534,54,447
popular_study-libraries_and_demo-libraries-scenario2-video,14,535,541,555,559,135,366
popular_study-libraries_and_demo-libraries-scenario2-video,15,560,564,583,586,137,482
popular_study-libraries_and_demo-libraries-scenario2-video,16,587,594,607,622,186,415
popular_study-libraries_and_demo-libraries-scenario2-video,17,623,626,649,670,127,559
popular_study-libraries_and_demo-libraries-scenario2-video,18,671,673,690,697,69,455
popular_study-libraries_and_demo-libraries-scenario2-video,19,698,705,719,719,154,382
popular_study-libraries_and_demo-libraries-scenario2-video,20,720,723,760,778,110,1248
popular_study-libraries_and_demo-libraries-scenario2-video,21,779,779,779,792,0,0
popular_study-libraries_and_demo-libraries-scenario2-video,22,793,797,805,808,149,353
popular_study-lifestyle-horoscope-scenario_1-video,1,2,4,37,40,40,700
popular_study-lifestyle-horoscope-scenario_1-video,2,41,46,72,72,90,603
popular_study-lifestyle-horoscope-scenario_1-video,3,73,75,96,98,41,447
popular_study-lifestyle-horoscope-scenario_1-video,4,99,101,123,132,36,447
popular_study-lifestyle-horoscope-scenario_1-video,5,133,134,202,238,18,1689
popular_study-lifestyle-horoscope-scenario_1-video,6,239,240,268,269,124,932
popular_study-lifestyle-horoscope-scenario_1-video,7,270,271,277,283,17,138
popular_study-lifestyle-horoscope-scenario_1-video,8,284,286,286,297,44,44
popular_study-lifestyle-horoscope-scenario_1-video,9,298,299,306,309,63,206
popular_study-lifestyle-horoscope-scenario_1-video,10,310,313,344,354,56,663
popular_study-lifestyle-horoscope-scenario_1-video,11,355,356,359,367,36,92
popular_study-lifestyle-horoscope-scenario_1-video,12,368,369,374,379,18,117
popular_study-lifestyle-horoscope-scenario_1-video,13,380,381,386,392,43,144
popular_study-lifestyle-horoscope-scenario_1-video,14,393,394,399,405,59,155
popular_study-lifestyle-horoscope-scenario_1-video,15,406,407,411,417,46,123
popular_study-lifestyle-horoscope-scenario_1-video,16,418,419,422,430,42,98
popular_study-lifestyle-horoscope-scenario_1-video,17,431,437,466,475,117,671
popular_study-lifestyle-horoscope-scenario_1-video,18,476,477,486,486,51,241
popular_study-lifestyle-horoscope-scenario_1-video,19,487,490,525,534,54,742
popular_study-lifestyle-horoscope-scenario_1-video,20,535,538,569,577,55,646
popular_study-lifestyle-horoscope-scenario_1-video,21,578,582,628,638,77,1089
popular_study-lifestyle-horoscope-scenario_1-video,22,639,654,654,662,296,296
popular_study-lifestyle-horoscope-scenario_1-video,23,663,664,727,727,17,1199
popular_study-lifestyle-horoscope-scenario_1-video,24,728,731,766,781,54,720
popular_study-lifestyle-horoscope-scenario_2-video,1,1,17,17,34,402,402
popular_study-lifestyle-horoscope-scenario_2-video,2,35,62,62,64,534,534
popular_study-lifestyle-horoscope-scenario_2-video,3,65,72,121,121,136,1109
popular_study-lifestyle-horoscope-scenario_2-video,4,122,126,185,190,81,1261
popular_study-lifestyle-horoscope-scenario_2-video,5,191,191,207,225,0,371
popular_study-lifestyle-horoscope-scenario_2-video,6,226,241,261,268,293,1155
popular_study-lifestyle-horoscope-scenario_2-video,7,269,273,298,311,73,550
popular_study-lifestyle-horoscope-scenario_2-video,8,312,316,336,341,68,457
popular_study-lifestyle-horoscope-scenario_2-video,9,342,345,367,367,54,489
popular_study-lifestyle-horoscope-scenario_2-video,10,368,372,398,398,73,588
popular_study-lifestyle-horoscope-scenario_2-video,11,399,403,422,424,78,457
popular_study-lifestyle-horoscope-scenario_2-video,12,425,429,461,462,74,727
popular_study-lifestyle-horoscope-scenario_2-video,13,463,468,484,490,91,404
popular_study-lifestyle-horoscope-scenario_2-video,14,491,495,514,516,73,448
popular_study-lifestyle-horoscope-scenario_2-video,15,517,518,522,601,18,97
popular_study-lifestyle-horoscope-scenario_2-video,16,602,606,632,634,93,605
popular_study-lifestyle-horoscope-scenario_2-video,17,635,636,645,681,14,195
popular_study-lifestyle-horoscope-scenario_2-video,18,682,682,712,713,0,817
popular_study-lifestyle-horoscope-scenario_2-video,19,714,730,730,747,337,337
popular_study-lifestyle-lipsi-scenario_1-video,1,1,2,56,56,17,2077
popular_study-lifestyle-lipsi-scenario_1-video,2,57,63,112,113,105,1028
popular_study-lifestyle-lipsi-scenario_1-video,3,114,118,147,147,99,663
popular_study-lifestyle-lipsi-scenario_1-video,4,148,149,187,187,20,780
popular_study-lifestyle-lipsi-scenario_1-video,5,188,191,237,237,56,940
popular_study-lifestyle-lipsi-scenario_1-video,6,238,241,280,280,52,803
popular_study-lifestyle-lipsi-scenario_1-video,7,281,283,350,350,36,1277
popular_study-lifestyle-lipsi-scenario_1-video,8,351,358,393,393,126,810
popular_study-lifestyle-lipsi-scenario_1-video,9,394,408,430,432,376,2043
popular_study-lifestyle-lipsi-scenario_1-video,10,433,439,450,450,124,353
popular_study-lifestyle-lipsi-scenario_1-video,11,451,455,464,464,120,307
popular_study-lifestyle-lipsi-scenario_1-video,12,465,466,478,478,79,323
popular_study-lifestyle-lipsi-scenario_1-video,13,479,492,503,503,285,507
popular_study-lifestyle-lipsi-scenario_1-video,14,504,514,527,532,228,505
popular_study-lifestyle-lipsi-scenario_1-video,15,533,536,536,546,52,52
popular_study-lifestyle-lipsi-scenario_1-video,16,547,556,566,584,240,450
popular_study-lifestyle-lipsi-scenario_2-video,1,1,2,21,37,14,406
popular_study-lifestyle-lipsi-scenario_2-video,2,38,43,58,58,166,491
popular_study-lifestyle-lipsi-scenario_2-video,3,59,82,207,207,854,3538
popular_study-lifestyle-lipsi-scenario_2-video,4,208,214,241,241,158,762
popular_study-lifestyle-lipsi-scenario_2-video,5,242,242,242,251,0,0
popular_study-lifestyle-lipsi-scenario_2-video,6,252,256,266,266,152,363
popular_study-lifestyle-lipsi-scenario_2-video,7,267,267,267,278,0,0
popular_study-lifestyle-lipsi-scenario_2-video,8,279,282,320,323,82,969
popular_study-lifestyle-lipsi-scenario_2-video,9,324,330,369,369,121,856
popular_study-lifestyle-lipsi-scenario_2-video,10,370,376,395,427,119,473
popular_study-lifestyle-lipsi-scenario_2-video,11,428,432,450,455,76,441
popular_study-lifestyle-lipsi-scenario_2-video,12,456,457,463,468,27,183
popular_study-lifestyle-lipsi-scenario_2-video,13,469,470,475,482,18,141
popular_study-lifestyle-lipsi-scenario_2-video,14,483,484,486,494,18,63
popular_study-lifestyle-lipsi-scenario_2-video,15,495,496,498,507,17,118
popular_study-lifestyle-lipsi-scenario_2-video,16,508,509,510,510,23,41
popular_study-lifestyle-lipsi-scenario_2-video,17,511,512,517,524,20,135
popular_study-lifestyle-lipsi-scenario_2-video,18,525,526,531,535,19,146
popular_study-lifestyle-lipsi-scenario_2-video,19,536,537,541,547,23,183
popular_study-lifestyle-lipsi-scenario_2-video,20,548,549,551,557,22,117
popular_study-lifestyle-lipsi-scenario_2-video,21,558,559,561,572,23,127
popular_study-lifestyle-lipsi-scenario_2-video,22,573,574,590,602,27,375
popular_study-lifestyle-lipsi-scenario_2-video,23,603,605,641,641,36,695
popular_study-lifestyle-lipsi-scenario_2-video,24,642,646,685,696,73,836
popular_study-lifestyle-lipsi-scenario_2-video,25,697,705,798,798,165,1960
popular_study-maps_and_navigation-transit-scenario_1-video,1,4,13,40,61,230,801
popular_study-maps_and_navigation-transit-scenario_1-video,2,62,67,111,115,135,1060
popular_study-maps_and_navigation-transit-scenario_1-video,3,116,117,117,130,45,45
popular_study-maps_and_navigation-transit-scenario_1-video,4,131,132,137,146,18,182
popular_study-maps_and_navigation-transit-scenario_1-video,5,147,147,150,155,0,105
popular_study-maps_and_navigation-transit-scenario_1-video,6,156,158,161,165,50,122
popular_study-maps_and_navigation-transit-scenario_1-video,7,166,168,170,177,50,141
popular_study-maps_and_navigation-transit-scenario_1-video,8,178,179,182,189,19,110
popular_study-maps_and_navigation-transit-scenario_1-video,9,190,191,194,201,19,148
popular_study-maps_and_navigation-transit-scenario_1-video,10,202,203,209,209,19,155
popular_study-maps_and_navigation-transit-scenario_1-video,11,210,211,214,217,21,91
popular_study-maps_and_navigation-transit-scenario_1-video,12,218,219,223,231,25,113
popular_study-maps_and_navigation-transit-scenario_1-video,13,232,232,234,242,0,95
popular_study-maps_and_navigation-transit-scenario_1-video,14,243,244,248,258,17,128
popular_study-maps_and_navigation-transit-scenario_1-video,15,259,264,289,291,124,665
popular_study-maps_and_navigation-transit-scenario_1-video,16,292,299,309,313,159,364
popular_study-maps_and_navigation-transit-scenario_1-video,17,314,315,317,319,23,143
popular_study-maps_and_navigation-transit-scenario_1-video,18,320,321,326,331,23,131
popular_study-maps_and_navigation-transit-scenario_1-video,19,332,333,335,336,26,108
popular_study-maps_and_navigation-transit-scenario_1-video,20,337,341,342,349,94,116
popular_study-maps_and_navigation-transit-scenario_1-video,21,350,351,355,355,19,118
popular_study-maps_and_navigation-transit-scenario_1-video,22,356,358,361,368,50,124
popular_study-maps_and_navigation-transit-scenario_1-video,23,369,370,373,377,22,96
popular_study-maps_and_navigation-transit-scenario_1-video,24,378,379,382,389,21,152
popular_study-maps_and_navigation-transit-scenario_1-video,25,390,391,393,403,21,108
popular_study-maps_and_navigation-transit-scenario_1-video,26,404,407,1049,1100,75,13920
popular_study-maps_and_navigation-transit-scenario_2-video,1,1,11,58,78,345,1236
popular_study-maps_and_navigation-transit-scenario_2-video,2,79,95,95,114,336,336
popular_study-maps_and_navigation-transit-scenario_2-video,3,115,120,140,145,97,520
popular_study-maps_and_navigation-transit-scenario_2-video,4,146,151,186,186,98,818
popular_study-maps_and_navigation-transit-scenario_2-video,5,187,192,231,231,128,968
popular_study-maps_and_navigation-transit-scenario_2-video,6,232,236,273,289,90,858
popular_study-maps_and_navigation-transit-scenario_2-video,7,290,293,305,318,60,301
popular_study-maps_and_navigation-transit-scenario_2-video,8,319,360,360,392,916,916
popular_study-maps_and_navigation-transit-scenario_2-video,9,393,400,400,413,145,145
popular_study-maps_and_navigation-transit-scenario_2-video,10,414,419,440,445,118,548
popular_study-maps_and_navigation-transit-scenario_2-video,11,446,450,473,473,78,550
popular_study-maps_and_navigation-transit-scenario_2-video,12,474,475,513,513,17,821
popular_study-maps_and_navigation-transit-scenario_2-video,13,514,516,538,565,39,495
popular_study-maps_and_navigation-transit-scenario_2-video,14,566,571,597,597,107,697
popular_study-maps_and_navigation-transit-scenario_2-video,15,598,603,643,658,135,1257
popular_study-maps_and_navigation-transit-scenario_2-video,16,659,666,790,800,148,2846
popular_study-maps_and_navigation-transit-scenario_2-video,17,801,801,801,813,0,0
popular_study-maps_and_navigation-transit-scenario_2-video,18,814,814,814,825,0,0
popular_study-maps_and_navigation-waze-scenario_1-video,1,2,11,46,51,170,931
popular_study-maps_and_navigation-waze-scenario_1-video,2,52,53,55,55,18,98
popular_study-maps_and_navigation-waze-scenario_1-video,3,56,57,64,70,23,179
popular_study-maps_and_navigation-waze-scenario_1-video,4,71,72,77,77,22,157
popular_study-maps_and_navigation-waze-scenario_1-video,5,78,83,88,90,118,229
popular_study-maps_and_navigation-waze-scenario_1-video,6,91,92,98,98,23,165
popular_study-maps_and_navigation-waze-scenario_1-video,7,99,101,104,104,52,126
popular_study-maps_and_navigation-waze-scenario_1-video,8,105,106,109,114,24,94
popular_study-maps_and_navigation-waze-scenario_1-video,9,115,116,118,123,23,147
popular_study-maps_and_navigation-waze-scenario_1-video,10,124,125,127,136,24,104
popular_study-maps_and_navigation-waze-scenario_1-video,11,137,144,253,253,213,3502
popular_study-maps_and_navigation-waze-scenario_1-video,12,254,256,311,312,43,1319
popular_study-maps_and_navigation-waze-scenario_1-video,13,313,316,330,352,109,400
popular_study-maps_and_navigation-waze-scenario_1-video,14,353,356,477,477,54,4756
popular_study-maps_and_navigation-waze-scenario_1-video,15,478,482,493,495,146,460
popular_study-maps_and_navigation-waze-scenario_1-video,16,496,513,525,529,438,754
popular_study-maps_and_navigation-waze-scenario_1-video,17,530,532,556,559,44,528
popular_study-maps_and_navigation-waze-scenario_2-video,1,2,6,19,44,88,363
popular_study-maps_and_navigation-waze-scenario_2-video,2,45,52,104,106,174,1344
popular_study-maps_and_navigation-waze-scenario_2-video,3,107,108,117,120,17,230
popular_study-maps_and_navigation-waze-scenario_2-video,4,121,122,133,141,19,305
popular_study-maps_and_navigation-waze-scenario_2-video,5,142,148,151,188,196,262
popular_study-maps_and_navigation-waze-scenario_2-video,6,189,198,260,260,225,3399
popular_study-maps_and_navigation-waze-scenario_2-video,7,261,269,309,328,164,997
popular_study-maps_and_navigation-waze-scenario_2-video,8,329,337,389,393,235,1473
popular_study-maps_and_navigation-waze-scenario_2-video,9,394,395,400,402,18,152
popular_study-maps_and_navigation-waze-scenario_2-video,10,403,404,410,410,23,167
popular_study-maps_and_navigation-waze-scenario_2-video,11,411,412,420,423,25,213
popular_study-maps_and_navigation-waze-scenario_2-video,12,424,428,447,450,97,544
popular_study-maps_and_navigation-waze-scenario_2-video,13,451,452,457,459,27,169
popular_study-maps_and_navigation-waze-scenario_2-video,14,460,461,465,465,24,119
popular_study-maps_and_navigation-waze-scenario_2-video,15,466,467,471,474,23,137
popular_study-maps_and_navigation-waze-scenario_2-video,16,475,476,478,487,27,79
popular_study-maps_and_navigation-waze-scenario_2-video,17,488,489,492,501,16,128
popular_study-maps_and_navigation-waze-scenario_2-video,18,502,510,599,605,281,2728
popular_study-maps_and_navigation-waze-scenario_2-video,19,606,612,664,664,175,3001
popular_study-medical-k_health-scenario_1-video,1,4,10,50,54,131,1234
popular_study-medical-k_health-scenario_1-video,2,55,56,63,67,20,183
popular_study-medical-k_health-scenario_1-video,3,68,69,80,81,20,271
popular_study-medical-k_health-scenario_1-video,4,82,83,86,90,22,98
popular_study-medical-k_health-scenario_1-video,5,91,92,104,109,23,413
popular_study-medical-k_health-scenario_1-video,6,110,111,111,128,44,44
popular_study-medical-k_health-scenario_1-video,7,129,130,189,218,16,4139
popular_study-medical-k_health-scenario_1-video,8,219,226,378,392,156,3855
popular_study-medical-k_health-scenario_1-video,9,393,394,444,459,43,3145
popular_study-medical-k_health-scenario_1-video,10,460,463,473,473,72,306
popular_study-medical-k_health-scenario_2-video,1,1,2,33,68,27,1331
popular_study-medical-k_health-scenario_2-video,2,69,73,115,116,79,942
popular_study-medical-k_health-scenario_2-video,3,117,118,179,181,18,1593
popular_study-medical-k_health-scenario_2-video,4,182,183,212,212,28,644
popular_study-medical-k_health-scenario_2-video,5,213,215,243,245,45,642
popular_study-medical-k_health-scenario_2-video,6,246,250,265,265,140,441
popular_study-medical-k_health-scenario_2-video,7,266,267,296,296,16,618
popular_study-medical-k_health-scenario_2-video,8,297,299,337,337,42,864
popular_study-medical-k_health-scenario_2-video,9,338,339,401,401,23,1351
popular_study-medical-k_health-scenario_2-video,10,402,403,436,436,22,770
popular_study-medical-k_health-scenario_2-video,11,437,438,512,512,19,1672
popular_study-medical-k_health-scenario_2-video,12,513,516,531,531,105,421
popular_study-medical-k_health-scenario_2-video,13,532,538,580,581,115,955
popular_study-medical-k_health-scenario_2-video,14,582,587,630,632,98,942
popular_study-medical-k_health-scenario_2-video,15,633,639,681,689,119,939
popular_study-medical-k_health-scenario_2-video,16,690,692,732,734,33,956
popular_study-medical-k_health-scenario_2-video,17,735,736,749,749,20,329
popular_study-medical-k_health-scenario_2-video,18,750,751,773,773,18,531
popular_study-medical-k_health-scenario_2-video,19,774,775,778,782,20,120
popular_study-medical-k_health-scenario_2-video,20,783,784,792,797,22,218
popular_study-medical-k_health-scenario_2-video,21,798,799,803,805,18,170
popular_study-medical-k_health-scenario_2-video,22,806,807,821,830,22,633
popular_study-medical-k_health-scenario_2-video,23,831,832,865,865,43,900
popular_study-medical-k_health-scenario_2-video,24,866,873,904,944,162,843
popular_study-medical-web_md-scenario_1-video,1,2,12,36,56,239,770
popular_study-medical-web_md-scenario_1-video,2,57,57,57,67,0,0
popular_study-medical-web_md-scenario_1-video,3,68,71,90,92,82,475
popular_study-medical-web_md-scenario_1-video,4,93,94,96,101,19,84
popular_study-medical-web_md-scenario_1-video,5,102,102,106,117,0,86
popular_study-medical-web_md-scenario_1-video,6,118,119,121,125,18,81
popular_study-medical-web_md-scenario_1-video,7,126,127,129,138,20,99
popular_study-medical-web_md-scenario_1-video,8,139,141,157,173,40,393
popular_study-medical-web_md-scenario_1-video,9,174,175,175,184,81,81
popular_study-medical-web_md-scenario_1-video,10,185,192,199,205,193,341
popular_study-medical-web_md-scenario_1-video,11,206,226,251,255,457,1051
popular_study-medical-web_md-scenario_1-video,12,256,257,261,266,22,115
popular_study-medical-web_md-scenario_1-video,13,267,268,274,274,20,196
popular_study-medical-web_md-scenario_1-video,14,275,276,278,278,25,68
popular_study-medical-web_md-scenario_1-video,15,279,279,286,292,0,152
popular_study-medical-web_md-scenario_1-video,16,293,294,305,306,19,301
popular_study-medical-web_md-scenario_1-video,17,307,320,336,352,320,715
popular_study-medical-web_md-scenario_1-video,18,353,355,385,393,142,757
popular_study-medical-web_md-scenario_1-video,19,394,400,418,435,142,523
popular_study-medical-web_md-scenario_1-video,20,436,439,445,452,109,239
popular_study-medical-web_md-scenario_1-video,21,453,454,470,471,81,432
popular_study-medical-web_md-scenario_1-video,22,472,478,478,484,140,140
popular_study-medical-web_md-scenario_1-video,23,485,489,517,517,78,659
popular_study-medical-web_md-scenario_1-video,24,518,523,598,607,107,1598
popular_study-medical-web_md-scenario_1-video,25,608,627,685,686,547,1696
